reviews_id,listing_id,number_of_reviews,reviews_lastyear,reviews_last30days,review_scores_rating
1930,51760021,34,7,1,4.44
1931,43518371,12,6,0,4.5
1932,1020298997764424080,0,0,0,Unknown
1933,1117229024342962485,10,10,2,3.9
1934,675397004281327699,8,7,0,4.13
1935,1141163699833794440,4,4,1,4.75
1936,646961503018540612,4,1,1,4.5
1937,1003570082261038976,16,16,1,4.13
1938,563480999165558421,38,8,0,4.82
1939,10238016,285,31,3,4.75
1940,1101243581721335072,2,2,1,3.5
1941,1091256869577106643,0,0,0,Unknown
1942,874383266315942342,3,3,0,4.67
1943,709164375947327671,5,3,1,4.8
1944,999308884709638644,1,1,0,5.0
1945,5381100,3,0,0,5.0
1946,1007059887684171252,7,7,0,5.0
1947,17216091,18,1,0,4.44
1948,9054795,393,87,10,4.81
1949,23836642,220,10,0,4.88
1950,670919527572803886,1,1,0,5.0
1951,589750095950851107,18,6,0,4.56
1952,1010753080867725582,32,32,4,4.47
1953,1157230426015683829,5,5,2,4.8
1954,1044161384128625360,0,0,0,Unknown
1955,413063,34,12,0,4.64
1956,13592136,43,2,1,4.6
1957,892106004496253737,10,10,0,4.8
1958,22978847,49,7,1,4.61
1959,660649939383392897,47,24,1,4.85
1960,774463402070555619,21,6,0,5.0
1961,965349322137054763,4,4,0,3.75
1962,1100465034871774662,0,0,0,Unknown
1963,731238609827427842,12,7,0,5.0
1964,10513244,24,0,0,4.92
1965,18447178,54,2,1,4.76
1966,23225280,1,0,0,5.0
1967,1175299652282277606,1,1,1,5.0
1968,832419148410236071,9,9,2,4.67
1969,1073973578733784271,2,2,0,5.0
1970,42483808,1,0,0,5.0
1971,817383780968731667,3,1,0,5.0
1972,1155250770069400098,5,5,4,4.8
1973,1014317107497702384,61,61,5,4.28
1974,15140182,55,0,0,4.95
1975,942451295283913094,35,35,3,4.46
1976,50791180,5,1,1,4.4
1977,20586709,105,19,0,4.73
1978,18989210,187,16,1,4.65
1979,50308204,13,4,0,4.38
1980,1184059078872545716,0,0,0,Unknown
1981,1007314163135813374,0,0,0,Unknown
1982,19462723,9,5,0,4.56
1983,668976242420604964,9,0,0,3.89
1984,1153587988140374587,2,2,1,4.5
1985,53121740,105,33,3,4.88
1986,28603201,5,1,0,4.4
1987,50429980,5,0,0,4.8
1988,587505548438918728,68,49,4,4.88
1989,648415267765469502,0,0,0,Unknown
1990,1025776813923745363,0,0,0,Unknown
1991,716391905860870372,79,48,2,4.77
1992,1025850093122246336,2,2,1,5.0
1993,1071770893973152603,10,10,1,4.9
1994,871520993113298764,7,7,0,5.0
1995,24848224,80,24,5,4.64
1996,768037284917339508,60,38,1,4.75
1997,1124693629194485387,11,11,6,4.91
1998,999147063524983515,0,0,0,Unknown
1999,585353439846295815,66,25,2,4.76
2000,49904918,114,38,4,4.94
2001,1189003661621278789,0,0,0,Unknown
2002,668989734737202902,12,1,0,3.5
2003,21485030,0,0,0,Unknown
2004,50108991,4,0,0,4.5
2005,23466983,4,1,1,5.0
2006,51008457,14,1,0,4.57
2007,1184747790533815968,0,0,0,Unknown
2008,643574636250050549,21,12,0,4.81
2009,30347640,42,1,0,4.79
2010,6413642,36,1,0,4.17
2011,786651,1,0,0,3.0
2012,665675080493394890,8,6,0,4.88
2013,590243409099160305,3,1,0,4.0
2014,1009362277973248500,5,5,1,4.4
2015,26155150,21,0,0,4.33
2016,841230354155386292,12,5,0,4.92
2017,1087491604631795828,1,1,0,5.0
2018,689593068427280085,56,27,1,4.93
2019,20969104,117,14,3,4.95
2020,817485730612665803,36,29,1,4.69
2021,1184048072288167245,0,0,0,Unknown
2022,49404028,22,4,1,4.64
2023,50524258,477,143,14,4.73
2024,907845849649563806,1,1,0,5.0
2025,1021477564677007218,7,7,1,5.0
2026,648606499688899776,13,5,0,4.62
2027,34851809,63,36,0,4.73
2028,50604106,24,9,2,4.54
2029,41209096,326,82,9,4.92
2030,909905743501207231,3,3,1,4.0
2031,1021699886930284372,7,7,0,4.86
2032,3051444,599,87,10,4.88
2033,906431565669295113,5,5,0,4.8
2034,43961473,125,31,1,4.94
2035,953402907098648108,1,1,0,5.0
2036,39355000,7,4,1,4.86
2037,52378997,78,34,5,4.62
2038,1186204895526766126,0,0,0,Unknown
2039,41665198,106,31,3,4.6
2040,923214867929666074,5,5,1,4.8
2041,47843963,29,16,0,4.86
2042,51573847,18,0,0,4.67
2043,13678279,36,4,0,4.64
2044,811513620956963652,24,22,4,5.0
2045,902185980740986416,20,15,1,4.6
2046,28983440,12,0,0,4.83
2047,1025804676125717173,0,0,0,Unknown
2048,1179507573197929205,0,0,0,Unknown
2049,1025248197511205498,0,0,0,Unknown
2050,18366734,141,32,1,4.63
2051,31684053,128,38,3,4.8
2052,815306742591442066,28,21,2,4.79
2053,751317228208421675,0,0,0,Unknown
2054,640628878018700282,35,14,2,4.69
2055,7961545,10,0,0,4.3
2056,903959205270744516,2,2,0,4.5
2057,741800677311515587,28,15,0,4.36
2058,23858886,88,3,0,4.6
2059,1003603255387426946,15,15,1,4.73
2060,18150230,310,67,6,4.84
2061,958025107845628295,3,3,0,4.33
2062,1162306771417151767,5,5,5,4.4
2063,1140334874921913704,0,0,0,Unknown
2064,1158144602820891015,6,6,2,4.17
2065,948988847058410135,3,3,0,4.67
2066,29555466,33,4,0,4.18
2067,1161386074600388662,6,6,5,4.83
2068,940894299086590754,9,9,0,4.89
2069,44129704,56,15,0,4.73
2070,31943552,105,5,1,4.65
2071,50028525,62,24,2,4.24
2072,1044188438704680576,15,15,0,5.0
2073,36441105,37,6,0,4.51
2074,720912295926221685,67,45,10,4.84
2075,1023192774042520240,17,17,2,4.24
2076,564981638198281665,0,0,0,Unknown
2077,4374407,20,0,0,4.75
2078,591874686506302945,0,0,0,Unknown
2079,16081763,180,36,1,4.79
2080,1107221320945966194,6,6,1,5.0
2081,1136163808324218157,3,3,2,4.67
2082,1038279691144229728,2,2,0,5.0
2083,1167351911642082481,0,0,0,Unknown
2084,1046936660353395456,5,5,1,4.8
2085,646839808965006137,32,14,3,4.72
2086,26729906,23,5,0,4.78
2087,36866791,48,6,0,4.5
2088,32787404,433,96,8,4.93
2089,51908121,16,2,1,4.5
2090,861287407419983285,29,24,0,4.76
2091,1160826035289477131,0,0,0,Unknown
2092,929029856568734216,5,5,0,4.6
2093,13421380,137,22,3,4.73
2094,563630132654258516,0,0,0,Unknown
2095,7774998,94,12,2,4.52
2096,1167775426621618208,2,2,2,5.0
2097,40633021,6,0,0,4.83
2098,44999030,17,8,0,4.82
2099,23960122,103,16,3,4.87
2100,33793386,164,31,3,4.91
2101,51808928,39,10,0,4.44
2102,33489684,170,38,4,4.87
2103,1029020670178384640,0,0,0,Unknown
2104,23473982,63,14,0,4.54
2105,6491764,73,2,0,4.79
2106,675750071313258752,3,2,0,5.0
2107,1036121911047449175,3,3,1,5.0
2108,1168580607165995160,2,2,2,5.0
2109,1040693086966587784,1,1,0,5.0
2110,24006241,15,2,0,4.8
2111,17960028,182,8,0,4.8
2112,848443072007823347,34,31,1,4.76
2113,852834328098722479,82,60,4,4.95
2114,50052254,72,23,3,4.6
2115,35346699,8,1,0,5.0
2116,53550527,23,9,0,4.65
2117,637364985454339636,12,5,0,4.75
2118,646892415359683573,23,15,1,4.74
2119,1116697181915668262,6,6,1,4.5
2120,46686697,67,30,1,4.82
2121,889693838325079802,21,18,1,4.57
2122,52725853,99,35,6,4.84
2123,34592596,5,2,0,5.0
2124,1072311707261222496,2,2,2,3.5
2125,698561375877869239,114,93,5,4.87
2126,1825432,53,2,2,4.5
2127,1157670444743896027,1,1,1,5.0
2128,1097629427687606393,2,2,1,5.0
2129,52104995,10,4,0,4.8
2130,17283022,49,5,0,4.69
2131,831584246448792134,0,0,0,Unknown
2132,1100551724501617817,4,4,2,3.75
2133,1129612881021472291,10,10,6,4.8
2134,777192222753793605,4,2,0,4.75
2135,1171746950240116478,0,0,0,Unknown
2136,839982632007471912,86,67,3,4.67
2137,648304475500559820,56,27,1,4.54
2138,1187835591740493385,0,0,0,Unknown
2139,17273686,153,51,6,4.83
2140,811679519510028225,5,3,0,4.0
2141,43997629,12,4,0,4.67
2142,50588791,18,5,0,4.89
2143,14032852,23,2,0,4.39
2144,34266519,88,23,1,4.77
2145,834165568510902179,58,39,0,4.93
2146,30194742,40,20,1,4.68
2147,28759291,63,18,2,4.71
2148,646886797631838403,29,17,0,4.86
2149,30969647,17,1,0,4.59
2150,44437896,23,18,2,4.52
2151,22829130,86,14,0,4.62
2152,985902337508195050,7,7,0,5.0
2153,19984442,52,6,0,4.69
2154,49497338,48,7,0,4.69
2155,638148585479919961,2,1,0,5.0
2156,6955240,577,63,2,4.55
2157,947774802521309359,16,16,2,4.56
2158,43997627,4,1,0,4.5
2159,1141841223244247941,2,2,1,5.0
2160,11817603,75,9,1,4.83
2161,655656539279332594,52,26,3,4.54
2162,1089758233267574974,0,0,0,Unknown
2163,1003482453104530292,2,2,1,5.0
2164,949912444227376366,18,18,2,4.61
2165,33867887,26,4,0,4.38
2166,50685625,124,44,3,4.74
2167,51134076,4,1,0,4.5
2168,1020942947841203995,14,14,1,3.64
2169,39526980,10,0,0,4.5
2170,665685507691796174,11,5,0,5.0
2171,31724738,134,40,3,4.78
2172,1003684331966939351,7,7,2,5.0
2173,846333600933210964,69,55,4,4.72
2174,1049769794741959958,20,20,3,4.8
2175,1048083,69,4,0,4.62
2176,780823012539924328,12,11,3,4.58
2177,858858540205867567,6,4,0,4.83
2178,1152736447265647533,0,0,0,Unknown
2179,22168761,497,14,0,4.83
2180,548968270406309772,13,0,0,4.31
2181,1168587635401504482,1,1,1,5.0
2182,16046447,143,26,1,4.7
2183,53900896,49,18,2,4.78
2184,11116983,70,18,3,4.89
2185,37177845,50,5,0,4.9
2186,11423460,35,8,1,4.69
2187,856567800807726031,15,13,2,4.87
2188,846405986047127824,1,1,0,4.0
2189,837002227523115035,13,6,0,4.38
2190,5032172,102,30,3,4.44
2191,698289443931730690,82,48,3,4.79
2192,50417494,65,19,0,4.52
2193,1008784691065135451,8,8,4,4.75
2194,1091969335426999172,5,5,1,5.0
2195,942420783623474973,0,0,0,Unknown
2196,1060152640362352970,9,9,1,4.78
2197,800553340562153108,0,0,0,Unknown
2198,17714840,101,1,0,4.9
2199,42885496,180,38,2,4.41
2200,41639988,23,0,0,4.52
2201,673046044187107541,7,3,1,4.86
2202,42877401,124,44,5,4.66
2203,4115671,115,25,2,4.78
2204,810803984521188410,8,6,1,4.88
2205,665071826997352685,32,18,2,4.84
2206,609893377699487005,60,24,3,4.9
2207,22955243,65,15,1,4.97
2208,40877319,34,7,3,4.35
2209,52385816,14,5,0,4.64
2210,1140389938484057800,0,0,0,Unknown
2211,17391816,110,20,3,4.75
2212,736208827721834335,15,11,2,4.8
2213,34796073,80,19,1,4.53
2214,676004899348595171,4,3,0,5.0
2215,733255624437551152,9,3,0,4.78
2216,988946942827530766,0,0,0,Unknown
2217,702771303059274846,28,17,1,4.5
2218,23905039,29,6,0,4.62
2219,1092515194156709661,3,3,0,5.0
2220,646298516831914325,13,5,0,4.85
2221,39736642,35,5,2,4.49
2222,1150644656548741808,0,0,0,Unknown
2223,666530245922424251,20,4,0,4.85
2224,775095186176552048,13,8,0,3.85
2225,31944854,59,11,0,4.53
2226,29202207,10,4,0,3.7
2227,34902459,86,18,1,4.73
2228,14143998,255,26,3,4.8
2229,1029458966005811769,15,15,3,4.6
2230,742802672855327769,24,17,3,5.0
2231,789788921210455073,46,32,2,4.91
2232,1105087440778389435,2,2,1,3.5
2233,54302762,23,4,0,4.91
2234,857339390288243343,8,7,0,4.75
2235,889706876181619614,17,14,0,4.41
2236,26206276,135,25,3,4.97
2237,755580855850820716,13,11,0,5.0
2238,922483721550866450,0,0,0,Unknown
2239,598928178481834552,1,1,0,5.0
2240,1112106705463550179,3,3,1,4.33
2241,988947145270643146,1,1,0,4.0
2242,43997622,7,2,1,3.86
2243,1049077572918967679,6,6,2,4.5
2244,1110144337745410290,1,1,0,5.0
2245,999772273020857788,3,3,1,4.67
2246,49706069,33,9,0,4.79
2247,1187529385301440710,0,0,0,Unknown
2248,43997594,11,3,1,4.91
2249,17975770,5,0,0,4.4
2250,1113108218016405226,10,10,4,4.9
2251,36439649,14,1,0,4.79
2252,1051275144908422918,16,16,4,4.94
2253,876190915890830852,0,0,0,Unknown
2254,43997634,9,1,0,4.11
2255,19196593,71,9,0,4.72
2256,593042438235471982,44,31,1,4.95
2257,42821593,39,7,1,4.69
2258,988077505524193963,0,0,0,Unknown
2259,29981087,64,10,1,4.75
2260,23104718,332,29,3,4.93
2261,23560546,0,0,0,Unknown
2262,841409557001620064,27,23,0,4.7
2263,43550330,30,0,0,4.43
2264,29154156,277,60,5,4.69
2265,1086336908380241276,17,17,0,3.41
2266,780822734694059524,8,5,0,4.88
2267,1003681568867720036,8,8,1,5.0
2268,889777482921038395,6,6,0,3.83
2269,675750533366825741,3,2,1,4.33
2270,588451998392309425,48,24,1,4.94
2271,35753614,49,15,1,4.53
2272,1003678128348463216,7,7,1,5.0
2273,736745828228714458,1,1,0,4.0
2274,43997631,5,0,0,5.0
2275,776682383696189068,6,3,0,4.5
2276,25906143,115,0,0,4.9
2277,1148479992342832101,2,2,1,5.0
2278,7156349,452,67,2,4.64
2279,596074502019865738,31,18,2,4.84
2280,950413632037096483,37,37,2,4.76
2281,580483426996459752,50,29,1,4.88
2282,1134763553048999791,8,8,5,5.0
2283,14785864,57,8,0,4.88
2284,772159787916735161,7,6,0,3.71
2285,691911769589458635,13,11,0,4.85
2286,802059550132778481,24,12,2,4.58
2287,780822932381277938,3,1,0,4.33
2288,3493222,153,33,2,4.73
2289,1177901314340949229,0,0,0,Unknown
2290,1145530356159039799,0,0,0,Unknown
2291,24429611,98,28,2,4.88
2292,23253857,3,3,0,4.33
2293,17846648,159,2,0,4.79
2294,583076682350230015,59,6,3,4.07
2295,48927859,13,5,0,5.0
2296,831941488847370038,0,0,0,Unknown
2297,834560906938466666,53,42,1,4.91
2298,1117382469213965558,4,4,1,3.25
2299,1186052812862242725,0,0,0,Unknown
2300,1056663927854621164,0,0,0,Unknown
2301,686856283023493840,71,42,2,4.94
2302,1090569524870023964,0,0,0,Unknown
2303,38311783,0,0,0,Unknown
2304,830445753659671233,59,43,3,4.76
2305,589901608785535104,1,0,0,5.0
2306,36439037,31,5,0,4.84
2307,836752527629853491,16,9,0,4.13
2308,1023263880957597012,7,7,0,4.86
2309,25102401,5,2,0,4.8
2310,947183136502633538,70,70,2,4.34
2311,563807677482654035,10,3,0,3.7
2312,633060708722947524,20,2,0,4.05
2313,51786065,1,1,0,4.0
2314,590025990898844178,0,0,0,Unknown
2315,1018083139889711305,5,5,0,4.8
2316,756544480083989464,8,6,0,4.38
2317,33035634,7,1,0,4.29
2318,1161772337694384610,0,0,0,Unknown
2319,13557946,151,11,0,4.8
2320,565118894358970765,20,6,0,4.95
2321,795624758920892765,31,25,1,4.71
2322,35124087,74,19,0,4.88
2323,1074484578080490920,14,14,1,4.64
2324,53609036,126,46,3,4.92
2325,591047278143016604,131,50,4,4.8
2326,859889802251869567,1,1,0,5.0
2327,39931145,76,40,3,4.96
2328,1108161385992900686,7,7,1,4.71
2329,42924274,14,3,0,4.86
2330,772546417507438505,51,35,1,4.61
2331,23491702,134,23,2,4.85
2332,850596218384516008,66,54,7,4.77
2333,638979385469623460,20,9,1,4.8
2334,17180894,83,16,0,4.64
2335,23047329,55,15,2,4.6
2336,1141379015827351820,0,0,0,Unknown
2337,1133621310500706929,0,0,0,Unknown
2338,22504551,158,33,1,4.64
2339,1166618429324155285,0,0,0,Unknown
2340,39154793,52,0,0,4.08
2341,1096520073637446384,8,8,0,4.88
2342,1596526,259,10,0,4.91
2343,831889334807836461,0,0,0,Unknown
2344,33983027,12,0,0,4.5
2345,1166438000397213331,0,0,0,Unknown
2346,19522566,57,4,0,4.39
2347,675397392370150329,6,5,1,3.83
2348,2327541,103,16,0,4.6
2349,688128281927028484,55,34,1,4.87
2350,19967601,202,31,1,4.72
2351,638979400660144722,9,2,0,4.78
2352,1118732074489381185,0,0,0,Unknown
2353,1133164390940196602,0,0,0,Unknown
2354,1187613306186156231,0,0,0,Unknown
2355,1154385010235733809,2,2,2,4.5
2356,44205133,4,0,0,4.5
2357,22768381,23,1,0,4.91
2358,892831754079037399,0,0,0,Unknown
2359,21466365,31,1,0,4.77
2360,988948151606340074,0,0,0,Unknown
2361,1095519107645197332,2,2,0,5.0
2362,1099431421796742126,2,2,0,5.0
2363,15830479,139,26,2,4.9
2364,1162880302720611418,5,5,5,4.8
2365,1178134687358042053,0,0,0,Unknown
2366,1119469226898188615,4,4,1,5.0
2367,1187704063167355845,0,0,0,Unknown
2368,677916642423955276,4,2,1,5.0
2369,1121044721820250750,9,9,3,5.0
2370,664219950550942059,9,4,0,4.11
2371,1130477029969730392,0,0,0,Unknown
2372,43332237,108,28,1,4.91
2373,899010890138355817,0,0,0,Unknown
2374,857223200634008408,2,2,0,5.0
2375,824469229651263949,8,5,0,4.5
2376,1104177159790897462,4,4,2,4.5
2377,1044971055525454599,0,0,0,Unknown
2378,761381554666132414,2,0,0,5.0
2379,1157789881820731440,10,10,5,4.8
2380,1070090955857117797,3,3,0,5.0
2381,49535972,130,48,3,4.4
2382,27631110,2,0,0,5.0
2383,51395887,3,2,0,3.67
2384,774566003867671658,4,0,0,4.75
2385,51224574,8,0,0,4.63
2386,50084236,104,38,1,4.96
2387,977636235836253248,14,14,2,4.86
2388,1029747853445526392,3,3,0,4.67
2389,23784431,82,14,1,4.94
2390,49128708,0,0,0,Unknown
2391,6955285,609,60,1,4.53
2392,678149802299532902,39,23,7,4.77
2393,579573978843500411,0,0,0,Unknown
2394,33356129,8,2,0,4.75
2395,37749872,41,14,2,4.95
2396,1132466737412368024,4,4,1,4.75
2397,8382358,396,22,1,4.4
2398,32313196,83,20,2,4.71
2399,1146257949186869257,6,6,0,4.83
2400,815742112413506833,2,1,0,5.0
2401,1331534,219,21,1,4.74
2402,912901050747531350,23,23,1,5.0
2403,612782324860325063,22,4,0,4.64
2404,973113472976518868,1,1,0,5.0
2405,37876781,19,0,0,4.42
2406,1064410420915910809,17,17,2,4.82
2407,19100709,17,12,1,4.82
2408,812922284784206596,18,11,1,4.89
2409,943198351877652053,26,26,2,5.0
2410,25943198,26,2,0,4.23
2411,802029319050424970,3,3,0,5.0
2412,33363575,41,12,1,4.9
2413,672822972434828576,12,7,0,4.75
2414,27656151,114,31,4,4.99
2415,53795496,19,2,0,4.16
2416,43649688,3,3,0,4.0
2417,52197360,34,6,0,3.91
2418,23737362,103,23,0,4.83
2419,14345346,275,29,1,4.91
2420,32492059,54,14,4,4.87
2421,30840899,6,2,0,5.0
2422,845467619446059324,6,6,1,4.5
2423,643898684306386156,33,12,1,4.85
2424,686075838434734267,43,19,0,4.63
2425,574657907578099593,118,51,3,4.86
2426,26155253,71,11,1,4.7
2427,1096315200873577700,5,5,2,4.6
2428,1158810128714899153,0,0,0,Unknown
2429,44899699,0,0,0,Unknown
2430,1159569653291884951,0,0,0,Unknown
2431,26504804,29,3,0,4.83
2432,792641276409060479,23,17,1,4.26
2433,34598007,32,6,1,4.81
2434,51099578,49,10,0,4.65
2435,886044126185062301,3,2,0,5.0
2436,43131111,91,16,0,4.52
2437,13403307,100,14,0,4.63
2438,33862197,0,0,0,Unknown
2439,1168053188894469853,0,0,0,Unknown
2440,1757994,87,0,0,4.63
2441,1181807022119094266,0,0,0,Unknown
2442,699401414426750000,7,2,0,3.14
2443,18668792,62,7,0,4.27
2444,30573628,344,59,6,4.65
2445,13635326,78,0,0,4.63
2446,908469859735550403,26,26,1,4.85
2447,23867444,5,0,0,5.0
2448,1104977934349753605,12,12,2,4.33
2449,23253852,94,28,2,4.78
2450,908030524200905295,5,4,0,4.4
2451,852840839416322437,7,6,0,4.57
2452,728036035066394748,8,7,0,4.13
2453,1121967241759101693,0,0,0,Unknown
2454,20401200,232,44,3,4.84
2455,1084040740379420725,5,5,1,5.0
2456,52506998,62,23,4,4.76
2457,35340447,96,29,3,4.88
2458,17809900,65,1,0,4.88
2459,24589020,13,0,0,4.62
2460,22894313,51,3,0,4.61
2461,679428162103712896,3,1,0,4.67
2462,45110635,2,0,0,4.5
2463,1107042982059983014,0,0,0,Unknown
2464,974601000962368650,98,98,9,4.9
2465,1132430359126647388,3,3,1,5.0
2466,31514960,2,2,0,5.0
2467,1166873736018498649,0,0,0,Unknown
2468,54164153,31,9,3,4.74
2469,1029047917668037758,8,8,1,4.88
2470,23531610,24,5,0,5.0
2471,24270477,91,27,3,4.9
2472,1003665987217751987,6,6,0,5.0
2473,807977932340308272,10,5,1,4.9
2474,1132562586784245792,3,3,1,4.67
2475,577612,306,1,0,4.72
2476,781527679458972646,31,20,1,4.58
2477,1115092637303864313,7,7,3,5.0
2478,925391752748811480,24,24,3,4.79
2479,1129510937817882683,1,1,1,5.0
2480,916672722805707468,18,18,5,4.89
2481,887803318476190349,1,1,0,5.0
2482,52911245,21,10,0,4.62
2483,887568010462192339,9,9,1,4.89
2484,648609948769309892,5,4,0,4.4
2485,904104165053344158,1,1,0,5.0
2486,14484202,49,6,1,4.88
2487,974013974981114155,26,26,0,4.15
2488,674541777128090343,4,0,0,4.5
2489,26078735,78,3,0,4.82
2490,53652880,85,28,1,4.81
2491,1173785731581466582,1,1,1,5.0
2492,11559938,44,0,0,4.7
2493,1148590490723022929,1,1,1,5.0
2494,653350667199582969,8,5,0,3.88
2495,50836029,0,0,0,Unknown
2496,914513971924583411,8,8,0,4.5
2497,47189457,73,24,4,4.85
2498,1003687989343781489,11,11,2,5.0
2499,1096522178189851925,5,5,2,4.6
2500,27047776,71,5,0,4.55
2501,889680352237446287,9,8,0,4.22
2502,19196265,48,6,1,4.54
2503,37937454,34,12,0,4.68
2504,37672691,53,12,1,4.66
2505,30818472,126,26,1,4.83
2506,33653850,21,5,0,4.71
2507,1170575640970812621,0,0,0,Unknown
2508,19100717,22,6,0,4.64
2509,913439460549507674,37,36,2,4.84
2510,1072573313739979040,3,3,0,5.0
2511,23376226,282,75,7,4.85
2512,574645617240851284,118,47,5,4.86
2513,1186209360014655677,0,0,0,Unknown
2514,28421928,32,3,0,4.44
2515,1130564237758494004,5,5,2,4.8
2516,1104186690839771290,11,11,3,4.82
2517,985626912382665159,2,2,0,4.5
2518,1113822853054951331,2,2,0,4.5
2519,831765857846038038,18,16,1,4.78
2520,15950513,355,62,5,4.71
2521,663550382771437108,2,1,0,5.0
2522,905529870252159545,3,3,0,4.33
2523,1004952547739772919,3,3,0,3.67
2524,923228549853137006,9,9,0,4.89
2525,1124647002473980684,0,0,0,Unknown
2526,38835518,31,14,0,4.68
2527,1148382297406899220,1,1,1,5.0
2528,1035300655423750633,17,17,2,4.94
2529,1180581935562476586,0,0,0,Unknown
2530,13705426,57,11,1,4.68
2531,1186197493248452403,0,0,0,Unknown
2532,31622878,15,1,0,4.53
2533,39049974,33,2,0,4.39
2534,31195349,36,2,0,4.78
2535,42372243,42,13,1,4.98
2536,47530377,8,1,0,4.13
2537,675750175202014813,2,0,0,5.0
2538,1025913563791216684,9,9,0,4.89
2539,18037459,124,21,2,4.82
2540,26708663,49,5,3,4.8
2541,676005074583020731,4,3,0,4.5
2542,51977622,11,4,1,4.09
2543,1172898793171184150,0,0,0,Unknown
2544,43997624,16,0,0,4.5
2545,1009283955959935493,3,3,0,4.67
2546,1166708659889826334,0,0,0,Unknown
2547,908604171844141486,11,9,0,4.91
2548,44340521,19,9,1,4.53
2549,1124675603748094656,2,2,1,4.5
2550,543550892651878218,12,6,0,4.33
2551,50781704,4,0,0,4.25
2552,42674399,21,6,1,4.48
2553,43997633,4,0,0,4.25
2554,988948046879343211,0,0,0,Unknown
2555,668946583736296934,17,1,0,4.47
2556,988947093446378430,0,0,0,Unknown
2557,1091213515148987171,1,1,0,4.0
2558,829828029011026181,9,7,1,4.67
2559,988948100628957687,0,0,0,Unknown
2560,15491137,33,4,0,4.91
2561,943349778302595491,17,17,1,4.76
2562,855041504192075655,23,16,0,4.78
2563,50322815,12,4,0,4.67
2564,22893436,98,9,0,4.38
2565,36011487,80,22,1,4.84
2566,1161448551868306319,3,3,3,5.0
2567,25480705,20,6,0,4.45
2568,51659291,82,39,2,4.87
2569,43997618,4,1,0,4.75
2570,35425089,37,5,2,4.86
2571,863144845187556471,5,4,1,5.0
2572,18770803,81,7,0,4.81
2573,552539089224934856,133,48,2,4.87
2574,622492998261127442,59,16,0,3.39
2575,1011483649093009021,8,8,2,4.88
2576,613511893408618072,21,6,0,4.48
2577,707992708010197609,15,15,5,4.93
2578,11391894,46,0,0,4.74
2579,15430663,135,20,3,4.83
2580,562294806133794092,23,3,1,4.17
2581,707991532197489856,22,15,1,4.95
2582,891066968662126211,12,10,0,4.67
2583,1087388600339196548,9,9,3,4.78
2584,776682495632289008,7,2,0,4.86
2585,963700911075098622,3,3,0,4.67
2586,46003490,49,17,0,4.92
2587,24100620,30,2,0,4.6
2588,44329295,34,7,0,4.68
2589,37181161,14,3,0,4.86
2590,857141360830512905,6,3,0,3.67
2591,836621129525411216,5,2,0,4.6
2592,42331297,55,19,2,4.98
2593,11650765,109,0,0,4.59
2594,26174682,13,1,0,4.46
2595,1189136103238588203,0,0,0,Unknown
2596,19100729,28,10,0,4.25
2597,688818325635836171,70,40,3,4.86
2598,641228676301851291,0,0,0,Unknown
2599,12268501,162,21,2,4.87
2600,1112852067429503159,18,18,3,4.94
2601,38366257,190,55,3,4.83
2602,39257539,27,4,0,4.81
2603,1126780402529232849,15,15,4,4.8
2604,1170772926706088019,1,1,1,5.0
2605,52393439,105,29,3,4.75
2606,43540244,7,1,0,4.43
2607,912826005258005725,1,1,0,4.0
2608,1096344106555995231,4,4,3,3.25
2609,846241298604787102,10,6,1,4.4
2610,1154391393013303773,0,0,0,Unknown
2611,953642858777592172,10,10,3,4.9
2612,42368981,95,25,2,4.81
2613,49844728,79,2,0,4.78
2614,17341039,158,3,0,4.82
2615,838080824197428542,61,46,4,4.72
2616,911544517277994564,51,50,6,4.84
2617,1103706674314986703,8,8,3,4.25
2618,31682654,24,10,0,4.83
2619,746773942514416887,5,3,0,4.4
2620,12328524,89,57,4,4.66
2621,3003926,209,29,1,4.8
2622,23903367,9,0,0,4.11
2623,786638,3,0,0,5.0
2624,1176197143468963168,0,0,0,Unknown
2625,674311677625184373,0,0,0,Unknown
2626,1137759633399911218,6,6,0,4.33
2627,897580153788822003,53,50,5,4.87
2628,39012579,20,4,1,4.75
2629,43996687,49,9,1,4.57
2630,819533758987271811,78,57,2,4.86
2631,21213800,25,5,0,4.6
2632,10317181,536,66,6,4.73
2633,48928160,81,26,3,4.91
2634,23622580,168,50,4,4.68
2635,1069561198690564396,7,7,1,4.71
2636,1162184528772955924,0,0,0,Unknown
2637,27018658,39,8,1,4.69
2638,675751047220907525,2,1,0,5.0
2639,20013209,151,41,4,4.91
2640,665738926893844930,5,2,0,4.6
2641,27561924,36,3,0,4.89
2642,38314875,0,0,0,Unknown
2643,44437895,19,14,3,4.42
2644,1100109465654609333,6,6,1,5.0
2645,780823338348253936,16,13,1,4.69
2646,1136891071354374694,1,1,0,5.0
2647,16060437,15,7,0,4.8
2648,894646016549088646,13,12,1,4.62
2649,556889633464000424,70,32,3,4.67
2650,1175856834317511099,0,0,0,Unknown
2651,776682621066510453,6,3,0,4.67
2652,11341594,210,31,2,4.8
2653,30341210,64,16,2,4.55
2654,984715215597771974,3,3,0,4.67
2655,45872060,36,7,0,4.64
2656,50306398,45,16,2,4.82
2657,22372300,1,0,0,5.0
2658,24937695,61,10,0,4.77
2659,1180554718052067326,0,0,0,Unknown
2660,598937415367666736,4,0,0,5.0
